Adjective,Characteristics,Values,Probs,Probs_base
jaunty,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.03263800401635633,-0.04421821356154853
trusting,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.05776064527300061,-0.04421821356154853
favorite,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.020741523947780928,-0.04421821356154853
virtuous,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.052686760560219835,-0.04421821356154853
honored,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.039672133892692106,-0.04421821356154853
euphoric,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.02436218092194749,-0.04421821356154853
sorrowful,"['Countries', 'Languages']","['Somalia', 'Faroese']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Faroese']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Faroese']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Faroese']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Faroese']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Faroese']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Faroese']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Faroese']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Faroese']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Faroese']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Faroese']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Afrikaans']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Uyghur']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-1.5104887204032744,-0.12325231609307935
broken,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.5495098981861312,-0.12325231609307935
unhappy,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.44837908660265124,-0.12325231609307935
boring,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.3108233929513263,-0.12325231609307935
vigilant,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.14048665707290683,-0.12325231609307935
jaunty,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.10191649127726059,-0.12325231609307935
trusting,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.2463912324884781,-0.12325231609307935
favorite,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.06907243100055219,-0.12325231609307935
virtuous,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.30621934236759546,-0.12325231609307935
honored,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.12320370501221944,-0.12325231609307935
euphoric,"['Countries', 'Languages']","['Somalia', 'Macedonian']",-0.12103750320607815,-0.12325231609307935
sorrowful,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Spanish; Castilian']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.8284503350047757,-0.04419010949512497
broken,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.12840195346592032,-0.04419010949512497
unhappy,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.10119839486871299,-0.04419010949512497
boring,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.037414147156447294,-0.04419010949512497
vigilant,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.08639075945083459,-0.04419010949512497
jaunty,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.02945719741765618,-0.04419010949512497
trusting,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.059732469921243425,-0.04419010949512497
favorite,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.019895276928882256,-0.04419010949512497
virtuous,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.051171382564517,-0.04419010949512497
honored,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.036789889929004255,-0.04419010949512497
euphoric,"['Countries', 'Languages']","['Somalia', 'Telugu']",-0.02328260358651133,-0.04419010949512497
sorrowful,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'North Ndebele']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Twi']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Twi']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Twi']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Twi']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Twi']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Twi']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Twi']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Twi']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Twi']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Twi']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Twi']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Ndonga']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['New Caledonia', 'Tajik']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-7.7328027149212755,-6.182048348809136
broken,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-7.640480408427147,-6.182048348809136
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-7.449513982209191,-6.182048348809136
boring,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-6.6339869649404415,-6.182048348809136
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-6.807860059266084,-6.182048348809136
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-6.053453178178982,-6.182048348809136
trusting,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-8.003401114388268,-6.182048348809136
favorite,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-5.652846537656427,-6.182048348809136
virtuous,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-7.933608852218086,-6.182048348809136
honored,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-6.408277060690209,-6.182048348809136
euphoric,"['Countries', 'Languages']","['New Caledonia', 'Breton']",-6.98809686429802,-6.182048348809136
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.657197746678455,-6.075064667364626
broken,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.938068802572058,-6.075064667364626
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.7648197058123,-6.075064667364626
boring,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.34387091626158,-6.075064667364626
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.7072581798099025,-6.075064667364626
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-5.872714550360296,-6.075064667364626
trusting,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-7.630395709810072,-6.075064667364626
favorite,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-5.127264329906938,-6.075064667364626
virtuous,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-7.63015201336911,-6.075064667364626
honored,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.277894251514177,-6.075064667364626
euphoric,"['Countries', 'Languages']","['New Caledonia', 'Welsh']",-6.739264775670015,-6.075064667364626
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['New Caledonia', 'Aymara']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['New Caledonia', 'Lingala']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['New Caledonia', 'Cree']",-8.59899325131448,-10.448470164087789
